year_level,avg,err_low,err_high,results_year,domain,test_type,school_id,school_name
Year 5,494,476,511,2017,Numeracy,Paper,50217,"Newport Gardens Primary School, Newport, VIC"
Year 5,506,480,533,2017,Reading,Paper,45797,"St John's School, Footscray, VIC"
Year 5,496,472,521,2017,Writing,Paper,45797,"St John's School, Footscray, VIC"
Year 5,532,508,556,2017,Spelling,Paper,45797,"St John's School, Footscray, VIC"
Year 5,501,473,529,2017,Grammar,Paper,45797,"St John's School, Footscray, VIC"
Year 5,506,484,528,2017,Numeracy,Paper,45797,"St John's School, Footscray, VIC"
Year 5,572,555,589,2017,Reading,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 5,523,507,539,2017,Writing,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 5,534,519,549,2017,Spelling,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 5,551,533,570,2017,Grammar,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 5,546,531,560,2017,Numeracy,Paper,44044,"Newport Lakes Primary School, Newport, VIC"
Year 5,521,507,535,2017,Reading,Paper,44664,"Footscray West Primary School, West Footscray, VIC"
Year 5,481,467,494,2017,Writing,Paper,44664,"Footscray West Primary School, West Footscray, VIC"
Year 5,503,490,517,2017,Spelling,Paper,44664,"Footscray West Primary School, West Footscray, VIC"
Year 5,510,495,525,2017,Grammar,Paper,44664,"Footscray West Primary School, West Footscray, VIC"
Year 5,525,512,538,2017,Numeracy,Paper,44664,"Footscray West Primary School, West Footscray, VIC"
Year 5,492,472,512,2017,Reading,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 5,497,477,517,2017,Writing,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 5,505,487,523,2017,Spelling,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 5,495,474,517,2017,Grammar,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 5,498,481,516,2017,Numeracy,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 5,492,468,515,2017,Reading,Paper,44378,"Footscray City Primary School, Footscray, VIC"
Year 5,484,462,506,2017,Writing,Paper,44378,"Footscray City Primary School, Footscray, VIC"
Year 5,483,461,505,2017,Spelling,Paper,44378,"Footscray City Primary School, Footscray, VIC"
Year 5,498,473,523,2017,Grammar,Paper,44378,"Footscray City Primary School, Footscray, VIC"
Year 5,494,474,514,2017,Numeracy,Paper,44378,"Footscray City Primary School, Footscray, VIC"
Year 5,541,528,555,2017,Reading,Paper,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 5,517,504,529,2017,Writing,Paper,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 5,526,513,538,2017,Spelling,Paper,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 5,537,523,552,2017,Grammar,Paper,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 5,528,516,540,2017,Numeracy,Paper,44558,"Ocean Grove Primary School, Ocean Grove, VIC"
Year 5,531,519,543,2017,Reading,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 5,508,496,519,2017,Writing,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 5,521,510,532,2017,Spelling,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 5,515,502,528,2017,Grammar,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 5,520,509,531,2017,Numeracy,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 5,558,536,579,2017,Reading,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 5,493,472,513,2017,Writing,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 5,527,507,547,2017,Spelling,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 5,567,544,590,2017,Grammar,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 5,528,510,546,2017,Numeracy,Paper,44470,"St Kilda Park Primary School, St Kilda, VIC"
Year 5,542,530,555,2017,Reading,Paper,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 5,503,491,515,2017,Writing,Paper,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 5,511,499,523,2017,Spelling,Paper,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 5,520,506,534,2017,Grammar,Paper,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 5,523,512,534,2017,Numeracy,Paper,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 5,554,538,570,2017,Reading,Paper,48415,"Kensington Primary School, Kensington, WA"
Year 5,481,466,497,2017,Writing,Paper,48415,"Kensington Primary School, Kensington, WA"
Year 5,517,502,531,2017,Spelling,Paper,48415,"Kensington Primary School, Kensington, WA"
Year 5,514,497,532,2017,Grammar,Paper,48415,"Kensington Primary School, Kensington, WA"
Year 5,529,515,543,2017,Numeracy,Paper,48415,"Kensington Primary School, Kensington, WA"
Year 5,554,541,566,2017,Reading,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 5,494,482,506,2017,Writing,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 5,511,499,522,2017,Spelling,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 5,533,520,547,2017,Grammar,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 5,544,533,555,2017,Numeracy,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 7,583,576,591,2017,Reading,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 7,543,534,551,2017,Writing,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 7,566,559,574,2017,Spelling,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 7,579,570,587,2017,Grammar,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 7,588,580,596,2017,Numeracy,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 7,528,512,544,2017,Reading,Paper,45587,"Altona College, Altona, VIC"
Year 7,513,495,530,2017,Writing,Paper,45587,"Altona College, Altona, VIC"
Year 7,525,508,541,2017,Spelling,Paper,45587,"Altona College, Altona, VIC"
Year 7,521,503,540,2017,Grammar,Paper,45587,"Altona College, Altona, VIC"
Year 7,537,522,553,2017,Numeracy,Paper,45587,"Altona College, Altona, VIC"
Year 7,581,573,590,2017,Reading,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 7,547,537,556,2017,Writing,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 7,573,564,582,2017,Spelling,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 7,563,553,573,2017,Grammar,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 7,588,579,597,2017,Numeracy,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 7,588,580,595,2017,Reading,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 7,546,537,554,2017,Writing,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 7,566,559,574,2017,Spelling,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 7,576,567,585,2017,Grammar,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 7,602,594,609,2017,Numeracy,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 7,544,533,554,2017,Reading,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 7,523,511,535,2017,Writing,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 7,538,527,549,2017,Spelling,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 7,541,529,553,2017,Grammar,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 7,553,542,564,2017,Numeracy,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 7,600,593,608,2017,Reading,Paper,45475,"University High School, Parkville, VIC"
Year 7,558,549,566,2017,Writing,Paper,45475,"University High School, Parkville, VIC"
Year 7,582,574,590,2017,Spelling,Paper,45475,"University High School, Parkville, VIC"
Year 7,595,586,603,2017,Grammar,Paper,45475,"University High School, Parkville, VIC"
Year 7,628,620,636,2017,Numeracy,Paper,45475,"University High School, Parkville, VIC"
Year 7,585,574,595,2017,Reading,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 7,527,515,539,2017,Writing,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 7,553,542,564,2017,Spelling,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 7,563,551,575,2017,Grammar,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 7,570,559,581,2017,Numeracy,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 7,531,514,548,2017,Reading,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 7,501,482,520,2017,Writing,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 7,524,506,541,2017,Spelling,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 7,516,497,535,2017,Grammar,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 7,526,510,543,2017,Numeracy,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 7,572,561,583,2017,Reading,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 7,521,509,533,2017,Writing,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 7,543,532,554,2017,Spelling,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 7,565,553,577,2017,Grammar,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 7,565,555,576,2017,Numeracy,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 7,559,552,567,2017,Reading,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 7,538,530,547,2017,Writing,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 7,563,556,571,2017,Spelling,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 7,548,540,557,2017,Grammar,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 7,575,567,582,2017,Numeracy,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 7,534,526,541,2017,Reading,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 7,515,507,524,2017,Writing,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 7,562,554,570,2017,Spelling,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 7,541,533,550,2017,Grammar,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 7,566,558,574,2017,Numeracy,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 7,595,588,603,2017,Reading,Paper,45442,"Northcote High School, Northcote, VIC"
Year 7,552,543,560,2017,Writing,Paper,45442,"Northcote High School, Northcote, VIC"
Year 7,572,565,580,2017,Spelling,Paper,45442,"Northcote High School, Northcote, VIC"
Year 7,588,580,597,2017,Grammar,Paper,45442,"Northcote High School, Northcote, VIC"
Year 7,596,588,603,2017,Numeracy,Paper,45442,"Northcote High School, Northcote, VIC"
Year 9,619,611,628,2017,Reading,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 9,586,575,597,2017,Writing,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 9,607,598,616,2017,Spelling,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 9,600,590,610,2017,Grammar,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 9,609,601,618,2017,Numeracy,Paper,50267,"Albert Park College, Albert Park, VIC"
Year 9,583,565,600,2017,Reading,Paper,45587,"Altona College, Altona, VIC"
Year 9,552,529,575,2017,Writing,Paper,45587,"Altona College, Altona, VIC"
Year 9,576,557,596,2017,Spelling,Paper,45587,"Altona College, Altona, VIC"
Year 9,585,565,605,2017,Grammar,Paper,45587,"Altona College, Altona, VIC"
Year 9,594,578,610,2017,Numeracy,Paper,45587,"Altona College, Altona, VIC"
Year 9,589,578,599,2017,Reading,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,560,548,571,2017,Writing,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,582,573,592,2017,Spelling,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,578,568,588,2017,Grammar,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,599,589,609,2017,Numeracy,Paper,45545,"Brunswick Secondary College, Brunswick, VIC"
Year 9,595,588,602,2017,Reading,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 9,573,564,583,2017,Writing,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 9,589,581,596,2017,Spelling,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 9,582,574,591,2017,Grammar,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 9,604,597,611,2017,Numeracy,Paper,40427,"Williamstown High School, Williamstown, VIC"
Year 9,566,556,576,2017,Reading,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,549,535,562,2017,Writing,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,579,568,591,2017,Spelling,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,559,548,571,2017,Grammar,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,582,572,592,2017,Numeracy,Paper,45538,"Bayside P-12 College, Williamstown, VIC"
Year 9,620,612,627,2017,Reading,Paper,45475,"University High School, Parkville, VIC"
Year 9,586,577,596,2017,Writing,Paper,45475,"University High School, Parkville, VIC"
Year 9,623,615,630,2017,Spelling,Paper,45475,"University High School, Parkville, VIC"
Year 9,614,605,622,2017,Grammar,Paper,45475,"University High School, Parkville, VIC"
Year 9,647,640,655,2017,Numeracy,Paper,45475,"University High School, Parkville, VIC"
Year 9,626,615,636,2017,Reading,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,598,585,612,2017,Writing,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,610,599,622,2017,Spelling,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,606,594,618,2017,Grammar,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,614,604,624,2017,Numeracy,Paper,45454,"Princes Hill Secondary College, Princes Hill, VIC"
Year 9,563,546,581,2017,Reading,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,509,488,531,2017,Writing,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,540,522,558,2017,Spelling,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,525,506,543,2017,Grammar,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,562,547,577,2017,Numeracy,Paper,45375,"Mount Alexander 7-12 College, Flemington, VIC"
Year 9,608,596,621,2017,Reading,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,549,532,565,2017,Writing,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,570,556,583,2017,Spelling,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,586,572,601,2017,Grammar,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,587,576,598,2017,Numeracy,Paper,45517,"Fitzroy High School, Fitzroy North, VIC"
Year 9,582,575,589,2017,Reading,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,575,566,585,2017,Writing,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,584,576,592,2017,Spelling,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,568,560,576,2017,Grammar,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,593,585,601,2017,Numeracy,Paper,45420,"Maribyrnong Secondary College, Maribyrnong, VIC"
Year 9,572,564,579,2017,Reading,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 9,558,548,567,2017,Writing,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 9,584,576,592,2017,Spelling,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 9,578,570,587,2017,Grammar,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 9,608,601,616,2017,Numeracy,Paper,45360,"Braybrook College, Braybrook, VIC"
Year 9,618,611,626,2017,Reading,Paper,45442,"Northcote High School, Northcote, VIC"
Year 9,598,588,607,2017,Writing,Paper,45442,"Northcote High School, Northcote, VIC"
Year 9,601,593,609,2017,Spelling,Paper,45442,"Northcote High School, Northcote, VIC"
Year 9,600,592,609,2017,Grammar,Paper,45442,"Northcote High School, Northcote, VIC"
Year 9,618,610,625,2017,Numeracy,Paper,45442,"Northcote High School, Northcote, VIC"
Year 3,465,427,504,2018,Reading,Paper,52587,"South Melbourne Primary School, Southbank, VIC"
Year 3,410,379,441,2018,Writing,Paper,52587,"South Melbourne Primary School, Southbank, VIC"
Year 3,451,417,486,2018,Spelling,Paper,52587,"South Melbourne Primary School, Southbank, VIC"
Year 3,434,394,474,2018,Grammar,Paper,52587,"South Melbourne Primary School, Southbank, VIC"
Year 3,406,375,436,2018,Numeracy,Paper,52587,"South Melbourne Primary School, Southbank, VIC"
Year 3,491,478,505,2018,Reading,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 3,423,411,434,2018,Writing,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 3,464,452,477,2018,Spelling,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 3,476,462,491,2018,Grammar,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 3,455,444,467,2018,Numeracy,Paper,44270,"North Melbourne Primary School, North Melbourne, VIC"
Year 3,473,460,486,2018,Reading,Paper,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,442,431,453,2018,Writing,Paper,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,441,429,453,2018,Spelling,Paper,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,463,449,477,2018,Grammar,Paper,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,436,424,447,2018,Numeracy,Paper,44531,"Port Melbourne Primary School, Port Melbourne, VIC"
Year 3,450,432,467,2018,Reading,Online,48415,"Kensington Primary School, Kensington, WA"
Year 3,410,395,425,2018,Writing,Paper,48415,"Kensington Primary School, Kensington, WA"
Year 3,405,389,421,2018,Spelling,Online,48415,"Kensington Primary School, Kensington, WA"
Year 3,455,437,474,2018,Grammar,Online,48415,"Kensington Primary School, Kensington, WA"
Year 3,422,408,436,2018,Numeracy,Online,48415,"Kensington Primary School, Kensington, WA"
Year 3,496,478,514,2018,Reading,Paper,44378,"Footscray City Primary School, Footscray, VIC"
Year 3,443,428,458,2018,Writing,Paper,44378,"Footscray City Primary School, Footscray, VIC"
Year 3,429,414,445,2018,Spelling,Paper,44378,"Footscray City Primary School, Footscray, VIC"
Year 3,475,457,494,2018,Grammar,Paper,44378,"Footscray City Primary School, Footscray, VIC"
Year 3,453,438,469,2018,Numeracy,Paper,44378,"Footscray City Primary School, Footscray, VIC"
Year 3,474,455,493,2018,Reading,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 3,465,449,481,2018,Writing,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 3,462,444,479,2018,Spelling,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 3,479,458,499,2018,Grammar,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 3,449,432,465,2018,Numeracy,Paper,44714,"Footscray North Primary School, Footscray, VIC"
Year 3,471,458,484,2018,Reading,Online,44843,"Wembley Primary School, Yarraville, VIC"
Year 3,447,436,458,2018,Writing,Paper,44843,"Wembley Primary School, Yarraville, VIC"
Year 3,436,424,448,2018,Spelling,Online,44843,"Wembley Primary School, Yarraville, VIC"
